Requirement Text,Type
(b) Provider eligibility as basis for making payment.,NFR
Subject to ÃÂ§ 495.332  the State must do all of the following:,NFR
(1) Collect and verify basic information on Medicaid providers to assure provider enrollment eligibility upon enrollment or re-enrollment to the Medicaid EHR payment incentive program.,NFR
(2) Collect and verify basic information on Medicaid providers to assure patient volume.,NFR
(3) Collect and verify basic information on Medicaid providers to assure that EPs are not hospital-based including the determination that substantially all health care services are not furnished in a hospital setting  either inpatient or outpatient.,NFR
(4) Collect and verify basic information on Medicaid providers to assure that EPs are practicing predominantly in a Federally-qualified health center or rural health clinic.,NFR
(5) Have a process in place to assure that Medicaid providers who wish to participate in the EHR incentive payment program has or will have a NPI and will choose only one program from which to receive the incentive payment using the NPI  a TIN  and CMSÃ¢ÂÂ national provider election database.,NFR
(c) Meaningful use and efforts to adopt  implement  or upgrade to certified electronic health record technology to make payment.,NFR
Subject to ÃÂ§ 495.312  495.314  and ÃÂ§ 495.332  the State must annually collect and verify information regarding the efforts to adopt  implement  or upgrade certified EHR technology and the meaningful use of said technology before making any payments to providers.,NFR
(d) Claiming Federal reimbursement for State expenditures.,NFR
Subject to ÃÂ§ 495.332  the State must do the following:,NFR
(1) Assure that State expenditures are claimed in accordance with  including but not limited to  applicable Federal laws  regulations  and policy guidance.,NFR
(2) Have a process in place to assure that expenditures for administering the Medicaid EHR incentive payment program will not be claimed at amounts higher than 90 percent of the cost of such administration.,NFR
(3) Have a process in place to assure that expenditures for payment of Medicaid EHR incentive payments will not be claimed at amounts higher than 100 percent of the cost of such payments to Medicaid providers.,NFR
(e) Improper Medicaid electronic health record payment incentives.,NFR
(1) Subject to ÃÂ§ 495.332  the State must have a process in place to assure that no duplicate Medicaid EHR payment incentives are paid between the Medicare and Medicaid programs  or paid by more than one State even if the provider is licensed to practice in multiple States  or paid within more than one area of a State.,NFR
(2) Subject to ÃÂ§ 495.332  the State must have a process in place to assure that Medicaid EHR incentive payments are made without reduction or rebate  have been paid directly to an eligible provider or to an employer  a facility  or an eligible third-party entity to which the Medicaid eligible provider has assigned payments.,NFR
(3) Subject to ÃÂ§ 495.332  the State must have a process in place to assure that that Medicaid EHR incentive payments are made for no more than 6 years; that no EP or eligible hospital begins receiving payments after 2016; that incentive payments cease after 2021; and that an eligible hospital does not receive incentive payments after FY 2016 unless the hospital received an incentive payment in the prior fiscal year.,NFR
(4) Subject to ÃÂ§ 495.332  the State must have a process in place to assure that only appropriate funding sources are used to make Medicaid EHR incentive payments.,NFR
(5) Subject to ÃÂ§ 495.332  the State must have a process in place to assure that Medicaid EHR incentive payments are not paid at amounts higher than 85 percent of the net average allowable cost of certified EHR technology and the yearly maximum allowable payment thresholds.,NFR
(6) Subject to ÃÂ§ 495.332  the State must have a process in place to assure that for those entities promoting the adoption of EHR technology  the Medicaid EHR incentive payments are paid on a voluntary basis and that these entities do not retain more than 5 percent of such payments for costs not related to certified EHR technology.,NFR
(7) Subject to ÃÂ§ 495.332  the State must have a process in place to assure that any existing fiscal relationships with providers to disburse the incentive through Medicaid managed care plans does not exceed 105 percent of the capitation rate  in order to comply with the Medicaid managed care incentive payment rules at ÃÂ§ 438.6(c)(5)(iii) of this chapter and a methodology for verifying such information.,NFR
(8) The State must not request reimbursement for Federal financial participation unless all requirements of this subpart have been satisfied.,NFR
ÃÂ§ 495.368 Combating fraud and abuse.,NFR
(1) The State must comply with Federal requirements toÃ¢ÂÂ,NFR
(i) Ensure the qualifications of the providers who request Medicaid EHR incentive payments;,NFR
(ii) Detect improper payments; and,NFR
(iii) In accordance with ÃÂ§ 455.15 and ÃÂ§ 455.21 of this chapter  refer suspected cases of fraud and abuse to the Medicaid Fraud Control Unit.,NFR
(2) The State must take corrective action in the case of improper EHR payment incentives to Medicaid providers.,NFR
(b) ProvidersÃ¢ÂÂ statements regarding submission of documentation containing falsification or concealment of a material fact on EHR incentive payment documentation.,NFR
For any forms on which a provider submits information necessary to the determination of eligibility to receive EHR payments  the State must obtain a statement that meets the following requirements:,NFR
(1) Is signed by the provider and contains the following statement: Ã¢ÂÂÃ¢ÂÂThis is to certify that the foregoing information is true  accurate  and complete.,NFR
I understand that Medicaid EHR incentive payments submitted under this provider number will be from Federal funds  and that any falsification  or concealment of a material fact may be prosecuted under Federal and State laws.Ã¢ÂÂÃ¢ÂÂ,NFR
(2) Appears directly above the claimantÃ¢ÂÂs signature  or if it is printed on the reverse of the form  a reference to the statements must appear immediately preceding the providerÃ¢ÂÂs signature.,NFR
(3) Is resubmitted upon a change in provider representative.,NFR
(4) Is updated as needed.,NFR
(c) Overpayments.,NFR
States must repay to CMS all Federal financial participation received by providers identified as an overpayment regardless of recoupment from such providers  within 60 days of discovery of the overpayment  in accordance with sections 1903(a)(1)  (d)(2)  and (d)(3) of the Act and part 433 subpart F of the regulations.,NFR
(d) Complying with Federal laws and regulations.,NFR
States must comply with all Federal laws and regulations designed to prevent fraud  waste  and abuse  including  but not limited to applicable provisions of Federal criminal law  the False Claims Act (32 U.S.C. 3729 et seq.)  and the anti-kickback statute (section 1128B(b) of the Act).,NFR
ÃÂ§ 495.370 Appeals process for a Medicaid provider receiving electronic health record incentive payments.,NFR
(a) The State must have a process in place consistent with the requirements established in ÃÂ§ 447.253(e) of this chapter for a provider or entity to appeal the following issues related to the HIT incentives payment program:,NFR
(1) Incentive payments.,NFR
(2) Incentive payment amounts.,NFR
(3) Provider eligibility determinations.,NFR
(4) Demonstration of adopting  implementing  and upgrading  and meaningful use eligibility for incentives under this subpart.,NFR
(b) Subject to paragraph (a) of this section  the StateÃ¢ÂÂs process must ensure the following:,NFR
(1) That the provider (whether an individual or an entity) has an opportunity to challenge the StateÃ¢ÂÂs determination under this Part by submitting documents or data or both to support the providerÃ¢ÂÂs claim.,NFR
(2) That such process employs methods for conducting an appeal that are consistent with the StateÃ¢ÂÂs Administrative Procedure law(s).,NFR
(c) The State must provide that the provider (whether individual or entity) is also given any additional appeals rights that would otherwise be available under procedures established by the State.,NFR
Record all of the following demographics: Preferred language  Gender   Race  Ethnicity  and Date of birth.,NFR
Geographic health professional shortage area (HPSA) means a geographic area that is designated by the Secretary under section 332(a)(1)(A) of the PHS Act as of December 31 of the year prior to the payment year as having a shortage of health professionals.,NFR
In the case of a qualifying EP who in the year prior to the payment year furnishes more than 50 percent of his or her covered professional services in a geographic HPSA that is designated as of December 31 of such year  the incentive payment limit determined under paragraph (b) of this section is to be increased by 10 percent.,NFR
(1) The information specified in paragraph (a) of this section for each of the qualifying MA organizationÃ¢ÂÂs MA plan information; and,NFR
(3) Qualifying MA organizations offering MA plan types other than HMOs  must attest to the fact that they meet the definition of HMO in 42 U.S.C. 300ggÃ¢ÂÂ91(b)(3)Ã¢ÂÂsection 2791(b)(3) of the PHS Act.,NFR
(2) A qualifying MA organization must provide CMS with the following for each MA EP or eligible hospital when reporting under either paragraph (b)(1) or (b)(3) of this section:,NFR
(4) Beginning plan year 2015 and for subsequent plan years  all qualifying MA organizations  as part of their initial bids in June for the following plan year mustÃ¢ÂÂ,NFR
The MITA initiative includes an architecture framework  models  processes  and planning guidelines for enabling State Medicaid enterprises to meet common objectives with the framework while supporting unique local needs.,NFR
(ii) Any reasonable costs incurred for the purchase of certified EHR technology in cost reporting periods beginning in years prior to the payment year which have not been fully depreciated as of the cost reporting period beginning in the payment year.,NFR
CMS will use the information provided in this subparagraph or paragraph (b)(5) of this section for no other purpose than to compute the amount of EHR incentive payment due the MA organization.,NFR
(iv) Aggregated data tables representing the providerÃ¢ÂÂs clinical quality measures data; and,NFR
(3) For contract amendments  unless specifically exempted by HHS  before execution of the contract amendment  involving contract cost increases exceeding $100 000 or contract time extensions of more than 60 days.,NFR
(ii) Includes business  information and technology architectures that provide an overall framework for interoperability  as well as processes and planning guidelines for enabling State Medicaid enterprises to meet common objectives within the framework while supporting unique local needs; and,NFR
North Carolina Division of Public Health,NFR
Data Use Agreement,NFR
(Revised 2 or 3 or 2010),NFR
This Data Use Agreement (Ã¢ÂÂDUAÃ¢Â?) is effective on the ____ day of ________  20__  (Ã¢ÂÂEffective DateÃ¢Â?) by and between _,NFR
NC Division of Public Health_____________               (Ã¢ÂÂData CustodianÃ¢Â?)  and ______________________________________________ (Ã¢ÂÂRecipientÃ¢Â?)  located at _____________________________________________ collectively hereinafter referred to as the Ã¢ÂÂPartiesÃ¢Â?.,NFR
The Division of Public Health is providing the Recipient with a Limited Data Set of Protected Health Information (Ã¢ÂÂPHIÃ¢Â?)  as defined in 45 Code of Federal Regulations (CFR) ÃÂ§164.514(e)(2).,NFR
The North Carolina Division of Public Health  Epidemiology Section (Ã¢ÂÂData CustodianÃ¢Â?) is not a Covered Component within the North Carolina Division of Health and Human Services (as defined in the Health Insurance Portability and Accountability Act of 1996.),NFR
The Recipient may be a covered entity as defined by HIPAA.,NFR
However  this DUA shall not be construed as creating HIPAA liabilities for the Data Custodian or Recipient if HIPAA is not applicable to the data use and disclosure provided for under this agreement.,NFR
The Parties agree to the provisions of this DUA in order to address the requirements of HIPAA and to protect the interest of both Parties.,NFR
DEFINITIONS.,NFR
Except as otherwise defined herein  any and all capitalized terms in this DUA shall have the definitions set forth in HIPAA.,NFR
In the event of any inconsistency between the provisions of this DUA and mandatory provisions of HIPAA  as amended  the HIPAA provision shall control.,NFR
Where provisions of this DUA are different than those provided in HIPAA  but are permitted by HIPAA  the provisions of this DUA shall control.,NFR
USE OR DISCLOSURE.,NFR
Data Recipient shall have the right to use all Individually Identifiable Health Information (IIHI) provided to it by the Data Custodian for the Research  Public Health or Health Care Operations purposes as listed below (be brief but use as much space as necessary):,NFR
PURPOSE:,NFR
PUBLIC HEALTH SIGNIFIGANCE:,NFR
RESULTS OF PROJECT WILL BE USED FOR:,NFR
DATA REQUESTED:,NFR
TIME PERIOD:,NFR
DATA DESCRIPTION:,NFR
VARIABLES:,NFR
ESTIMATED STUDY COMPLETION DATE:,NFR
RESTRICTIONS ON USE.,NFR
Recipient agrees that it  and any employees  agents and subcontractors to whom it discloses the IIHI  will not use or further disclose the IIHI other than as permitted by this DUA  or as otherwise required by law or regulation.,NFR
Data Recipient shall use appropriate safeguards to protect the IIHI from misuse or inappropriate disclosure and to prevent any use or disclosure of the IIHI other than as provided in this DUA or as otherwise required by law or regulation.,FR
Recipient shall not attempt to identify the individuals to whom the IIHI pertains  or attempt to contact such individuals.,NFR
REPORTING.,NFR
Recipient shall report to Data Custodian any use or disclosure of the IIHI that is not provided for in this DUA of which the Recipient becomes aware.,NFR
Recipient will take reasonable steps to limit any further such use or disclosure.,NFR
Recipient will send the Data Oversight Committee (DPH and NC DETECT team) aÃÂ copy ofÃÂ any publications possibly and possibly presentations that have been derived from NC DETECT data at least two weeks beforeÃÂ presentation or publication  to insure that institutional and personal confidentiality is maintained.,NFR
All data presented in publications possibly and possibly presentations shall be presented in aggregate form only  in a manner in which an individual cannot be identified; in addition  hospital names will not be disclosed.,NFR
For oral or written presentations or publications  the source of the data must be attributed to The NC Public Health Data Group and NC DETECT.,NFR
Material must include the following disclaimer: The NC Public Health Data Group and NC DETECT do not take responsibility for the scientific validity or accuracy of methodology  results  statistical analyses  or conclusions presented.,NFR
TERM AND TERMINATION.,NFR
DUA Termination Date: ____________________________________________,NFR
(a) Term.,NFR
The Term of this DUA shall be effective as of the date first written above  and shall terminate when all the PHI provided by Data Custodian to Recipient is destroyed or returned to Data Custodian  or  if it is infeasible to return or destroy IIHI  protections are extended to such information  in accordance with the termination provisions in this Section.,NFR
(b) Termination for Cause.,NFR
Should Recipient commit a material breach of this DUA  which is not cured within thirty (30) days after Recipient receives notice of such breach from the Data Custodian  then the Data Custodian will discontinue disclosure of IIHI and will report the problem to the Secretary  U. S. Department of Health and Human Services.,NFR
(c) Effects of Termination.,NFR
i. Except as provided in paragraph (ii) of this subsection  within ten (10) days upon termination of this DUA  Recipient shall return or destroy all IIHI received from Data Custodian.,NFR
This provision shall apply to IIHI that is in the possession of subcontractors or agents of Data Recipient.,NFR
Recipient shall retain no copies of the IIHI.,NFR
ii.,NFR
In the event that Recipient determines that returning or destroying the IIHI is infeasible  Recipient shall provide to Data Custodian notification of the conditions that make return or destruction infeasible.,NFR
Upon mutual agreement of the Parties that return or destruction of IIHI is infeasible  Data Recipient shall extend the protections of this DUA to such IIHI and limit further uses and disclosures of such IIHI to those purposes that make the return or destruction infeasible  for so long as Recipient maintains IIHI.,NFR
DATA CUSTODIAN (NC DPH):	                        RECIPIENT:,NFR
____________________________________	_________________________________,NFR
(Date)	(Date),NFR
(Signature)	(Signature),NFR
(Printed Name)	(Printed Name),NFR
Initial: ___________________________,NFR
Getting to the Login Page.,NFR
In your browser's address bar you will need to enter the location of your OpenEMR installation.,NFR
"For most users this address will consist of the name of your server followed by a forward leaning slash  ""openemr"" and another forward leaning slash.",NFR
This should look like this: http://MyServerName/openemr/.,NFR
Be sure to check with your Administrator  as the location of your OpenEMR installation may be different.,NFR
As an example the OpenEMR live demo is located at: http://opensourceemr.com:2100/openemr/.,NFR
Once you have entered the correct address  you should be presented with the login screen.,NFR
Logging In.,NFR
The login screen contains two input boxes: 'Username' and 'Password'.,NFR
"The first time you log in to a fresh installation of OpenEMR you will need to log in as ""admin"" with a password of ""pass"".",NFR
Your administrator may provide you with your own username and password.,FR
Note that the OpenEMR login is case-sensitive.,FR
You will also be presented with a drop-down list of possible languages in which you can view OpenEMR.,NFR
The default language (English) should already be selected.,NFR
Once you have entered the correct username and password  simply click the 'Login' button or press 'Enter'.,NFR
Changing Passwords.,NFR
If this is your first time logging in to OpenEMR it is recommended that you change your password to something more secure.,FR
To do this select 'Miscellaneous - Password' from the navigation list on the left  or simply 'Password' in the Radio Button navigation scheme.,NFR
This will bring up the Password Change screen.,NFR
Enter your new password into the two input boxes  make sure you type the same thing into each box.,NFR
And remember that OpenEMR's username and passwords are case sensitive.,FR
Once you've done this  click the 'Save Changes' button.,NFR
You will then be required to login again with your new password.,FR
Note: If you are using the OpenEMR demo instance  please do NOT change the admin password!,NFR
Main Screen & Navigation.,NFR
A successful login will bring you to the main screen of OpenEMR.,NFR
The user is presented with two windows  the Calendar  and below that  the Messages page.,FR
Navigation.,NFR
OpenEMR can be configured with your choice of three navigation schemes.,NFR
Sliding Menu  Tree View  or Radio Buttons.,NFR
Sliding Menu.,NFR
The Sliding Menu option is the default navigation scheme for OpenEMR 4.1.,NFR
This expanding menu-style navigation scheme presents a hierarchical list of page links on the left side of the screen which can be directed to load in either the top or bottom widow of the main screen.,NFR
The patient search function is located below the navigation list on the left hand side of the screen  along with a link to OpenEMR's support page on Sourceforge.net.,NFR
Tree View.,NFR
The Tree View navigation scheme presents the same hierarchical navigation list as the Sliding Menu  but without the icons & menu-button styling.,NFR
Radio Buttons.,NFR
The Radio Button navigation scheme functions similar to the Tree View except that the links are presented as an unordered list  with a series of radio buttons to the right and left of each item.,NFR
Selecting the left radio button will load the desired page in the top window  while selecting the right hand button will load the page in the bottom window.,NFR
You can also disable the top or bottom window by clicking on the appropriate checkbox at the top of the navigation menu (this function is available on all navigation schemes).,NFR
For the purpose of this Users Guide we will assume you are using the Tree View navigation scheme.,NFR
A complete cross reference of menu items for both the Radio Button and the Tree View or Sliding Menu navigation schemes can be found here.,NFR
Setting Up Your Clinic.,NFR
To begin using OpenEMR  navigate to your server's installation directory and log in using your assigned username and password.,FR
A successful login brings you to the appointment calendar.,FR
Before you begin scheduling appointments you'll want to configure some basic information for your users.,NFR
To start setting up your clinic  select 'Administration' from the navigation list on the left of the screen.,NFR
This will bring up a list of available administration pages.,NFR
Click 'Facilities' to bring up the Facility Administration page.,NFR
This is one of several pages within the Administration section of OpenEMR.,NFR
Administration also includes sections for managing your facility's Forms  Practice information  Calendar categories  Lists  Database administration  and more.,NFR
Links to these sections can be found in the left hand navigation list under 'Administration' (or at the top of the page if you're using the Radio Button navigation scheme).,NFR
Facility Administration.,NFR
We'll start by setting up your facility for your users.,NFR
There is a default clinic already built in.,NFR
It will need to be updated with the correct information for your clinic.,NFR
"To do this  simply click on the name of the clinic  in this case ""Your Clinic Name Here""  to edit it's details.",FR
This pops up a lightbox containing a form for editing your clinic's information.,NFR
Enter the correct name  address & contact information for your clinic.,NFR
This information will be used for billing  so make sure to include who to direct billing information to  and enter your facility's NPI and CLIA number.,NFR
Indicate whether your facility is a billing possibly and possibly service location by clicking the checkbox next to the appropriate option.,NFR
If your clinic is a billing location  you may also want to check the 'Accepts Assignment' box.,NFR
When you are finished entering your clinic's information click the 'Save' button to update your clinic and return to the Facility Administration page.,FR
Your clinic may have additional facilities in which care is given  such as a hospital.,NFR
To create a new facility  click 'Add' and enter the relevant data as you did for the other clinic.,FR
OpenEMR also provides you with the option of designating a color for each of your facilities  which will then be used in the calendar view to distinguish between appointments made at the different facilities.,NFR
Enter a hexadecimal code in the 'Color' field  or click 'Pick' to select a color from the pop up menu.,NFR
Click 'Save' when finished.,FR
User Administration.,NFR
Clicking 'Users' in the navigation list will bring you to the User  or  Groups Administration page.,NFR
This page contains a list of your clinic's users.,FR
"If you have not yet added any users  then only ""admin"" will be shown.",NFR
You can add a new user by clicking the 'Add User' button  or you can modify an existing user by clicking on their username.,NFR
Both methods will pop up a lightbox containing the user profile page.,NFR
Here you can edit a user's Password  Facility information and Access Control  as well as their authorization status.,FR
Authorized users are practitioners  and will appear in the appointment calendar.,NFR
They can also be associated with encounters for billing purposes  and are able to authorize encounter information entered by non-authorized users so that the encounter will be billable.,NFR
To authorize your practitioners be sure to click the 'Provider' check box.,NFR
Other facility staff do not need to be authorized.,NFR
Practitioners will also need their UPIN and Federal Tax ID entered for correct billing  as well as their Federal Drug ID for prescription writing.,NFR
Once your user's information has been updated successfully click 'Save' to return to the User  or  Groups Administration page.,FR
Practice Administration.,NFR
Next you'll need to enter the relevant practice information for your clinic.,NFR
This includes pharmacy and insurance company information  as well as the types of documents your clinic accepts.,NFR
Clicking the 'Practice' link in the navigation menu will bring you to the Practice Administration page where you will be presented with a list of links for editing your facilities' information.,NFR
The Practice Administration page initially presents you with the list of your clinics pharmacies.,FR
Click the 'Add a Pharmacy' button to enter the contact information for your clinic's pharmacy.,FR
A drop down menu lets you select the preferred method for transferring prescription information.,NFR
Once you've entered the correct information  click 'Save' to add your new pharmacy.,FR
Before setting up any insurance companies  you'll want to enter your X12 Partner information.,NFR
These are the clearinghouses or large payers to whom you will send electronic billing.,NFR
Most practices will probably just use a single clearinghouse.,NFR
To add one of these clearinghouses  click on 'X12 Partners' and then click the 'Add New Partner' button.,FR
The ID numbers that you enter here will need to be provided to you by the clearinghouse or partner.,NFR
The 'Version' number refers to the version of the X12 837p protocol specification used and should probably not be changed.,NFR
Click 'Save' to save the information you've entered.,NFR
Selecting 'Insurance Companies' from the links at the top of the page brings up a list of companies that have been added to your clinic.,FR
If this is a new installation of OpenEMR  this list will be empty.,NFR
You can add a new insurance company by clicking 'Add a Company'.,FR
Or  you can edit an existing company by clicking on it's name in the list.,NFR
Once you have entered the correct information  click 'Save' to save any changes  or add the new company to the list.,FR
In practice  many insurance companies have multiple insurance plans with a separate billing address for each plan.,NFR
At this time  you will need to add each plan as a separate insurance company.,NFR
Many insurance companies also assign their own doctor-specific ID numbers  and these numbers must appear in your claims.,NFR
Click on 'Insurance Numbers' to see a list of your clinic's providers and their default ID numbers.,FR
Click on a provider's name to bring up a list of insurance companies and the corresponding ID numbers that have been entered for that provider.,NFR
Selecting 'Add New' presents a form for adding this provider's numbers for another insurance company.,FR
Fill in this information and click the 'Save' button to add the new number.,FR
You can also edit an existing set of numbers by clicking on the company name in the list.,NFR
"Note that one of the selections in the drop down list of insurance companies is ""Default""; you can use this to fill in default numbers for insurance companies not otherwise entered.",NFR
Next click on 'Documents' to see a list of patient documents that have been uploaded.,FR
Clicking the 'Edit Categories' button displays a hierarchy of the different types of documents that you can attach to a patient.,NFR
The default set is shown.,NFR
To add more categories click on the desired parent folder's name  fill in the name of the new document type  and click 'Add Category'.,FR
Address Book.,NFR
OpenEMR also contains a built-in address book for storing useful contact information for your staff as well as other doctors  clinics  etc. that your office may contact on a regular basis.,NFR
Select 'Addr Book' (under 'Miscellaneous') from the navigation menu to bring up your clinic's Address Book.,NFR
This will present you with a list of all of the contacts currently contained in your Address Book.,FR
Click on a person's name to edit their contact information  or click 'Add New' to enter a new contact into your address book.,FR
In the Add New Person dialog box  select a type  and enter their name and address.,FR
If you are adding a physician to your address book  be sure to include their UPIN and other ID numbers for billing and referrals.,FR
Entering a 'Specialty' will allow you to narrow your search parameters when writing letters to a particular physician  etc.,NFR
When you are finished entering the new contact information  click 'Save'.,NFR
Note that the new contact has been added to the list.,NFR
You can search for a particular contact in the address book by entering their name possibly and possibly specialty at the top of the page and clicking 'Search'.,FR
This brings up a list of any contacts matching your search parameters.,FR
Adding A New Patient.,NFR
Once you have entered all the necessary clinic information you can begin entering patient data.,NFR
Select 'Patient or Client > New or Search' in the navigation menu on the left of the screen to begin entering a new patient into the system.,NFR
Patient Demographics.,NFR
In the Search or Add Patient page enter the patient's name & birth date.,FR
If you have an existing chart for this patient  you may enter the chart number under 'External ID'.,NFR
If you do not enter a number the system will automatically assign one that is equal to its internal patient ID.,NFR
When you are finished click 'Create New Patient'.,FR
NOTE: Clicking the calendar button next to the 'DOB' field will pop up an easy to use date selection tool found throughout the OpenEMR program.,NFR
Simply click the arrows to the right or left of 'Today' to advance the date forward or back a single month or year  or hold an arrow down to select the month or year manually.,NFR
Selecting the day of the month will then fill the selected date into it's respective field in the proper format (YYYY-MM-DD).,NFR
You should now be presented with the Patient Summary Page  which contains a summary of the patient's identifying information  including employment  insurance and provider information in sections that may be expanded or collapsed at will by clicking the link to the right of the desired section.,FR
"The page also includes links to the patient's medical history  documents  etc. at the top of the screen  as well as a list of ""issues"" associated with that patient  and any appointments they may have scheduled in a column along the righthand side.",FR
Notice that additional patient related pages are now accessible via the navigation menu to the left.,NFR
To continue entering patient information click 'Edit' next to the desired section.,NFR
This will bring up a series of tabs containing inputs for the various types of patient data.,NFR
Click on the tab for the section you would like to work with and fill in the desired fields.,NFR
Note that fields labeled in red are required in order for billing to work properly.,NFR
To enter a patient's insurance information for the first time click 'edit' next to the Demographics section.,NFR
The Insurance information section can be found below the Demographics tabs.,NFR
Select the patient's insurance company from the drop-down list  or you can search for it by clicking 'Search or Add'.,FR
Doing so brings up a lightbox containing several fields which are searchable (labeled in green).,NFR
Entering a partial value into one or more fields and clicking the 'Search' button presents you with a list of all insurance companies matching those parameters.,FR
Selecting the desired name from the list will automatically make it the selection for that patient.,NFR
If the desired insurance company is not yet entered  you can also add it here by completing all the fields and clicking 'Save as New'.,FR
This also selects the newly added insurance company for this patient.,FR
"If the patient is also the insured party  then selecting ""self"" from the drop-down list will automatically populate the 'Subscriber' section with the relevant data for you.",FR
When you are finished  click 'Save' at the top of the page to save and return to the Demographics summary.,NFR
You can see that Insurance now has it's own section  and all of the new patient data is now visible on the summary page.,NFR
Patient History.,NFR
Next select 'History' at the top of the Patient Summary page This brings up a page containing information about the patient's medical history.,FR
Clicking 'Edit' will bring up a data entry page with tabbed sections  similar to that of the Demographics page.,NFR
Access the desired sections by clicking on the appropriate tab and enter in the patient's data as necessary  then click 'Save'.,FR
Click 'Back To Patient' to return to the Patient Summary page.,NFR
Uploading Documents.,NFR
Select 'Documents' at the top of the patient Summary page.,NFR
Here you may upload files that you have scanned possibly and possibly saved  such as a patient's ID or insurance card.,FR
First  click the appropriate Document Category for the file you wish to upload  then click 'Browse'.,NFR
This will present you with the standard dialog for locating the file on your computer.,NFR
Once the desired file has been selected  click 'Upload' to save the file in OpenEMR.,FR
Once the file is uploaded  you will be presented with a report  confirming the file has been uploaded successfully.,NFR
To see the new file  click on the plus sign next to the appropriate document category which displays a list of all the files in that category.,FR
Click on the name of the new file to view it.,FR
Here you can also attach a note to the document  associate it with a particular issue  or move it to a different category or patient.,FR
Using The Calendar.,NFR
In this section we'll discuss setting up a provider's schedule in the calendar and adding patient appointments.,NFR
Setting Up Schedules.,NFR
Login to OpenEMR using your assigned username and password.,FR
For users who are not practitioners  such as someone who works at the front desk  the Calendar will show the schedules of all the practitioners at the clinic by default.,FR
When you first start using OpenEMR you will need to set up schedules for all of your practitioners.,NFR
To do this  select from the 'Providers' list on the left the person who's schedule you wish to set up.,FR
Next click the time at which that provider is scheduled to enter the office.,NFR
This will present you with the 'Add New Event' dialog box.,NFR
The clinic and provider name should be automatically filled in for you  as well as the time that you selected.,NFR
"Click the 'Provider' tab and choose ""In Office"" from the 'Category' drop-down list.",NFR
You can also choose to make this a repeating event  which allows you to set up an event only once for a given period of time.,NFR
Do this by selecting the 'Repeats' checkbox  and setting the appropriate frequency & duration.,NFR
When you are finished click 'Save' to update the calendar.,FR
Now you will see a block of available time slots for that provider's schedule.,FR
Scroll down and click on the time that the provider is scheduled to leave the office for the day.,NFR
"The same process is used to create a repeating ""Out Of Office"" event.",FR
You can also add a lunch break in your practitioners' schedules.,FR
This is done the same way  with the exception of the duration  which in this case is non-zero.,NFR
Now you can see your practitioner's full schedule laid out on the Calendar page.,FR
Continue setting up the Calendar in this fashion until all your practitioners' schedules have been entered.,NFR
Making Appointments.,NFR
Now that the clinic and all it's practitioners are set up  you can begin scheduling appointments for your patients.,FR
To locate a patient in the system  enter all or part of their name into the search field in the bottom left corner of the screen (below the navigation list) and click 'Name'.,FR
This will bring up a list of all the patients in your system matching that name.,NFR
If you need to narrow the list  you can enter a longer search term  such as their full name (Eg.,NFR
Click on the desired name to bring up the Demographics summary for that patient.,NFR
If you have the patient on the phone  now would be a good time to confirm that their contact and insurance information is up to date.,FR
If the patient is not already in the system  you can select 'New or Search' from the menu to begin entering their information.,FR
The right-hand side of the Patient Summary shows a list of all current and future appointments for that patient.,FR
Click 'expand' next to the Appointments section if the list is not already visible.,NFR
Click 'Add' to schedule an office visit.,FR
This will present you with the same Add New Event dialog used earlier.,NFR
Office Visit is selected as the Category by default.,NFR
"You can change the category to ""New Patient"" if this is their first visit.",NFR
If a primary provider has been entered for that patient  they will be selected automatically.,FR
Click 'Find Available' to see a list of appointment times available for that provider for the next 7 days.,FR
You can change the start date or the number of days shown and click 'Search' to display a new list using those parameters.,NFR
Once a date and time have been agreed upon  selecting that time from the list will close the window  and the selected time will appear in the Add Event dialog.,NFR
Make sure to enter the correct duration for the appointment and click 'Save'.,FR
Return to the calendar using the navigation menu on the left.,NFR
Advancing to the appropriate date  using the arrows at the top of the screen  shows the new appointment listed in the provider's schedule.,FR
Mousing over the patient's name displays a toot-tip with information about that patient  such as date of birth.,FR
Appointment Status.,NFR
OpenEMR's calendar system includes a status indicator  allowing doctors and staff to see at a glance what is going on with all appointments and the corresponding encounters for the day.,FR
To change the status of a given appointment  double-click on the appointment block.,FR
This brings up the Edit Event window.,NFR
Choose the correct appointment status from the drop-down list.,NFR
Notice each status has a unique symbol associated with it.,NFR
You can also type a note into the 'Comments' line if more information is needed.,NFR
Click 'Save' to update the status of the appointment.,FR
You can see that the symbol next to the appointment time has changed to indicate it's new status.,FR
Any comments are now also visible when mousing over the patient's name on the appointment calendar.,FR
Encounters & Coding.,NFR
Patient encounters are handled primarily by a clinic's providers.,NFR
Logging in as a provider presents you with the Calendar page showing only that provider's schedule by default.,FR
To view another provider's schedule  select the desired user from the list to the left of the calendar.,FR
The bottom window also shows any notes left for that provider about their patients.,FR
The Calendar shows the appointments scheduled for that day.,NFR
Providers can see the status of any given appointment  indicated by the symbol shown between the appointment time and the patient's name.,FR
"The ""@"" symbol  for example  indicates that the patient has arrived at the clinic and is ready to begin their appointment.",NFR
Opening a New Encounter.,NFR
To begin the encounter  click on the patients name in the Appointment Calendar.,NFR
This brings you to the patient's Summary page  as well as the Past Encounters & Documents page which lists any previous encounters or files that were uploaded for that patient.,FR
